"filename","tag_count","id","title","date","author","layout","guid","permalink","podPressPostSpecific","- 'a","categories","tags","podPressMedia","excerpt","enclosure","- ""http","image"
"2008-10-27-no-podcast-today.md","2","420","No Podcast Today","2008-10-27T21:05:14-06:00","Jim McKeeth","post","http://www.delphi.org/?p=420","/2008/10/no-podcast-today/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, pdc2008","","","","",""
"2008-10-28-live-twitting-the-keynotes-at-pdc2008.md","1","422","Live Twitting the Keynotes at PDC2008","2008-10-28T10:36:59-06:00","Jim McKeeth","post","http://www.delphi.org/?p=422","/2008/10/live-twitting-the-keynotes-at-pdc2008/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2008-10-28-more-on-delphi-prism.md","4","424","More on Delphi Prism","2008-10-28T14:11:47-06:00","Jim McKeeth","post","http://www.delphi.org/?p=424","/2008/10/more-on-delphi-prism/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","delphi prism, News, open space, pdc2008","","","","",""
"2008-10-29-episode-12-nick-marc-allen-on-delphi-prism.md","5","429","12 ? Nick, marc & Allen on Delphi Prism","2008-10-29T08:00:51-06:00","Jim McKeeth","post","http://www.delphi.org/?p=429","/2008/10/episode-12-nick-marc-allen-on-delphi-prism/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, delphi, delphi prism, pdc2008, remobjects","","","","",""
"2008-10-29-screencast-3-delphi-prism-first-look.md","4","431","Screencast 3 ? Delphi Prism first look","2008-10-29T09:28:10-06:00","Jim McKeeth","post","http://www.delphi.org/?p=431","/2008/10/screencast-3-delphi-prism-first-look/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","codegear, delphi prism, pdc2008, Video podCast","","","","",""
"2008-10-30-screencast-4-delphi-prism-wpf-hello-world.md","4","434","Screencast 4 ? Delphi Prism WPF ? Hello World","2008-10-30T14:00:23-06:00","Jim McKeeth","post","http://www.delphi.org/?p=434","/2008/10/screencast-4-delphi-prism-wpf-hello-world/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","delphi prism, pdc2008, Video podCast, WPF","","","","",""
"2008-11-03-delphi-makes-8-on-tpci.md","5","437","Delphi Makes #8 on TPCI","2008-11-03T13:38:52-07:00","Jim McKeeth","post","http://www.delphi.org/?p=437","/2008/11/delphi-makes-8-on-tpci/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","Delphi programming, language of the year, News, python, TPCI","","","","",""
"2008-11-03-episode-13-allen-bauer.md","7","442","Episode 13 ? Allen Bauer live at PDC2008","2008-11-03T23:13:56-07:00","Jim McKeeth","post","http://www.delphi.org/?p=442","/2008/11/episode-13-allen-bauer/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, delphi, delphi 2009, delphi prism, Delphi programming, pdc2008, Video podCast","","","","//podcast.remobjects.com/13-AllenBauer.wmv\r\n132977293\r\nvideo/x-ms-wmv\r\n",""
"2008-11-05-getting-the-latest-jcl-and-jvcl.md","10","447","Getting the Latest JCL and JVCL","2008-11-05T21:12:05-07:00","Jim McKeeth","post","http://www.delphi.org/?p=447","/2008/11/getting-the-latest-jcl-and-jvcl/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","7zip, delphi, delphi 2009, Delphi programming, jcl, jedi, jvcl, News, sourceforge, svn","","","","",""
"2008-11-06-revenge-of-delphi-robot-rage.md","1","458","The Revenge of Delphi Robot Rage","2008-11-06T14:54:51-07:00","Jim McKeeth","post","http://www.delphi.org/?p=458","/2008/11/revenge-of-delphi-robot-rage/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2008-11-07-coderage-iii-sessions-and-registration.md","2","464","CodeRage III Sessions and Registration","2008-11-07T00:37:53-07:00","Jim McKeeth","post","http://www.delphi.org/?p=464","/2008/11/coderage-iii-sessions-and-registration/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","coderage, News","","","","",""
"2008-11-08-anders-hejlsbergs-on-programming-languages.md","8","466","Anders Hejlsberg on Programming Languages","2008-11-08T15:36:31-07:00","Jim McKeeth","post","http://www.delphi.org/?p=466","/2008/11/anders-hejlsbergs-on-programming-languages/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News",".NET, Anders Hejlsberg, C#, Csharp, delphi, News, Programming Languages, Turbo Pascal","","","","",""
"2008-11-09-robot-rage-sdk-available.md","6","481","Robot Rage SDK Available","2008-11-09T22:41:48-07:00","Jim McKeeth","post","http://www.delphi.org/?p=481","/2008/11/robot-rage-sdk-available/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","ai, bot, coderage, delphi prism, News, robot rage","","","","",""
"2008-11-11-pdc-exhibit-floor.md","4","485","PDC Exhibit Floor","2008-11-11T02:43:51-07:00","Jim McKeeth","post","http://www.delphi.org/?p=485","/2008/11/pdc-exhibit-floor/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, pdc2008, podcast, Video podCast","","","","//podcast.remobjects.com/14-ExhibitFloor.avi\n21556288\nvideo/x-msvideo\n",""
"2008-11-12-delphi-feeds-on-twitter.md","3","489","Delphi Feeds on Twitter","2008-11-12T10:56:33-07:00","Jim McKeeth","post","http://www.delphi.org/?p=489","/2008/11/delphi-feeds-on-twitter/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","delphi, News, twitter","","","","",""
"2008-11-19-15-julian-bucknall-on-devexpress.md","8","492","15 ? Julian Bucknall on DevExpress","2008-11-19T01:35:47-07:00","Jim McKeeth","post","http://www.delphi.org/?p=492","/2008/11/15-julian-bucknall-on-devexpress/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","",".NET, Audio podCast, delphi, delphi prism, devexpress, dotnet, podcast, Video podCast","","","","//podcast.remobjects.com/15-DevExpress-Julian_media/15-DevExpress-Julian.wmv\r\n69992279\r\nvideo/x-ms-wmv\r\n",""
"2008-11-25-16-coderage-robotrage-and-technology.md","7","499","16 ? CodeRage, Delphi RobotRage and Technology","2008-11-25T23:17:21-07:00","Jim McKeeth","post","http://www.delphi.org/?p=499","/2008/11/16-coderage-robotrage-and-technology/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","Audio podCast, coderage, delphi, News, pdc2008, prism, robot rage","","","","",""
"2008-12-01-17-coderage-iii-and-wideorbit.md","8","505","17 ? CodeRage III and WideOrbit","2008-12-01T14:22:42-07:00","Jim McKeeth","post","http://www.delphi.org/?p=505","/2008/12/17-coderage-iii-and-wideorbit/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","","Audio podCast, codegear, coderage, databasegear, delphi, delphi jobs, jobs, wideorbit","","","","",""
"2008-12-03-delayed-exception-handling.md","4","508","Delayed Exception Handling","2008-12-03T20:03:14-07:00","Jim McKeeth","post","http://www.delphi.org/?p=508","/2008/12/delayed-exception-handling/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","coderage, delphi, exceptions, News","","","","",""
"2008-12-09-18-coderage-iii-wrap-up.md","7","510","18 ? CodeRage III Wrap-Up","2008-12-09T02:17:23-07:00","Jim McKeeth","post","http://www.delphi.org/?p=510","/2008/12/18-coderage-iii-wrap-up/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, coderage, compact framework, delphi, Embarcadero, functional programming, prism","","","","",""
"2008-12-11-delphi-prism-oxygene-questions.md","10","514","Delphi Prism / Oxygene Questions","2008-12-11T18:42:01-07:00","Jim McKeeth","post","http://www.delphi.org/?p=514","/2008/12/delphi-prism-oxygene-questions/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","",".NET, Article, compiler, delphi, delphi prism, Delphi programming, mono, programming, remobjects, silverlight","","","","",""
"2008-12-16-19-delphi-prism-qa.md","3","518","19 ? Delphi Prism Q&A","2008-12-16T00:39:02-07:00","Jim McKeeth","post","http://www.delphi.org/?p=518","/2008/12/19-delphi-prism-qa/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, delphi prism, linq","","","","",""
"2009-01-03-delphi-syntax-for-textmate.md","3","525","Looking for a Delphi Syntax for TextMate","2009-01-03T13:29:41-07:00","Jim McKeeth","post","http://www.delphi.org/?p=525","/2009/01/delphi-syntax-for-textmate/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi, delphi prism, News","","","","",""
"2009-01-03-ipod-touch-iphone-ready.md","4","529","Now iPod Touch & iPhone Ready!","2009-01-03T14:54:39-07:00","Jim McKeeth","post","http://www.delphi.org/?p=529","/2009/01/ipod-touch-iphone-ready/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","feed, ipod, News, podcast","","","","",""
"2009-01-06-more-questions-for-nick-hodges.md","1","531","More Questions for Nick Hodges","2009-01-06T04:26:56-07:00","Jim McKeeth","post","http://www.delphi.org/?p=531","/2009/01/more-questions-for-nick-hodges/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-01-13-lino-tadros-gift-of-life.md","4","533","Lino Tadros? Gift of Life","2009-01-13T16:44:29-07:00","Jim McKeeth","post","http://www.delphi.org/?p=533","/2009/01/lino-tadros-gift-of-life/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","community, delphi, life, News","","","","",""
"2009-01-26-20-introducing-delphi-live-2009.md","5","538","20 ? Introducing Delphi Live 2009","2009-01-26T11:59:05-07:00","Jim McKeeth","post","http://www.delphi.org/?p=538","/2009/01/20-introducing-delphi-live-2009/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, conference, delphi, delphilive, podcast","","","","",""
"2009-01-28-refactor-my-delphi-code.md","1","547","Refactor My Delphi Code","2009-01-28T13:50:08-07:00","Jim McKeeth","post","http://www.delphi.org/?p=547","/2009/01/refactor-my-delphi-code/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","News","","","","",""
"2009-02-09-21-remobjects.md","1","558","21 ? RemObjects","2009-02-09T23:59:05-07:00","Jim McKeeth","post","http://www.delphi.org/?p=558","/2009/02/21-remobjects/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-02-09-delphi-tour-groupie.md","4","552","The Delphi Tour Groupie","2009-02-09T21:45:25-07:00","Jim McKeeth","post","http://www.delphi.org/?p=552","/2009/02/delphi-tour-groupie/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","delphi, delphi 2009, News, tour","","","","",""
"2009-02-10-whats-in-a-name.md","1","568","What?s in a Language Name?","2009-02-10T19:31:59-07:00","Jim McKeeth","post","http://www.delphi.org/?p=568","/2009/02/whats-in-a-name/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-02-16-22-delphi-developer-days-2009.md","1","578","22 ? Delphi Developer Days 2009","2009-02-16T18:34:44-07:00","Jim McKeeth","post","http://www.delphi.org/?p=578","/2009/02/22-delphi-developer-days-2009/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast","","","","",""
"2009-02-23-23-datarage-and-all-access.md","1","590","23 ? DataRage and All-Access","2009-02-23T00:59:04-07:00","Jim McKeeth","post","http://www.delphi.org/?p=590","/2009/02/23-datarage-and-all-access/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast","","","","",""
"2009-03-19-delphi-weaver-beta-coming.md","1","598","Delphi ?Weaver? Beta coming","2009-03-19T23:24:23-06:00","Jim McKeeth","post","http://www.delphi.org/?p=598","/2009/03/delphi-weaver-beta-coming/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-03-27-24-delphi-projects.md","2","600","24 ? Delphi Projects","2009-03-27T00:53:34-06:00","Jim McKeeth","post","http://www.delphi.org/?p=600","/2009/03/24-delphi-projects/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, Delphi Projects","","","","",""
"2009-04-02-25-delphilive.md","5","605","25 ? DelphiLive!","2009-04-02T02:13:10-06:00","Jim McKeeth","post","http://www.delphi.org/?p=605","/2009/04/25-delphilive/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, conference, delphi, delphilive, podcast","","","","",""
"2009-04-03-delphi-uservoice-and-delphilive.md","4","607","Delphi UserVoice and DelphiLive!","2009-04-03T16:20:36-06:00","Jim McKeeth","post","http://www.delphi.org/?p=607","/2009/04/delphi-uservoice-and-delphilive/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:7:""Default"";s:12:""itunes:block"";s:7:""Default"";}","News","delphi, delphilive, News, uservoice","","","","",""
"2009-04-06-26-dwitterphi.md","3","609","26 ? Dwitterphi","2009-04-06T03:38:28-06:00","Jim McKeeth","post","http://www.delphi.org/?p=609","/2009/04/26-dwitterphi/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, delphi, twitter","","","","",""
"2009-04-14-the-stack-overflow-delphi-badge.md","4","622","The Stack Overflow Delphi Badge","2009-04-14T20:13:22-06:00","Jim McKeeth","post","http://www.delphi.org/?p=622","/2009/04/the-stack-overflow-delphi-badge/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","community, delphi, News, stackoverflow","","","","",""
"2009-04-16-delphilive-speaker-series.md","9","627","DelphiLive! Speaker Series","2009-04-16T02:24:16-06:00","Jim McKeeth","post","http://www.delphi.org/?p=627","/2009/04/delphilive-speaker-series/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","codegear, conference, delphi, delphi 2009, delphi prism, delphilive, Embarcadero, News, speakers","","","","",""
"2009-04-20-27-nick-hodges-rd-manager.md","7","636","27 ? Nick Hodges ? R&D Manager","2009-04-20T00:02:49-06:00","Jim McKeeth","post","http://www.delphi.org/?p=636","/2009/04/27-nick-hodges-rd-manager/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, Beta, codegear, delphi, Delphi Projects, delphilive, Embarcadero","","","","",""
"2009-04-27-28-ray-konopka.md","2","644","28 ? Ray Konopka","2009-04-27T08:03:25-06:00","Jim McKeeth","post","http://www.delphi.org/?p=644","/2009/04/28-ray-konopka/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","Audio podCast, podcast","","","","",""
"2009-05-01-29-pawel-glowacki.md","1","649","29 ? Pawel Glowacki","2009-05-01T03:10:18-06:00","Jim McKeeth","post","http://www.delphi.org/?p=649","/2009/05/29-pawel-glowacki/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-05-13-delphi-live-coverage.md","1","654","Delphi Live! Coverage","2009-05-13T17:16:51-06:00","Jim McKeeth","post","http://www.delphi.org/?p=654","/2009/05/delphi-live-coverage/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","News","","","","",""
"2009-05-18-what-is-cooking-in-the-delphi-labs-1.md","3","658","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 1","2009-05-18T23:03:53-06:00","Jim McKeeth","post","http://www.delphi.org/?p=658","/2009/05/what-is-cooking-in-the-delphi-labs-1/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","","delphi, delphilive, Video podCast","","","","",""
"2009-05-19-what-is-cooking-in-the-delphi-labs-2.md","5","667","Delphi Live! 2009 ? What is Cooking in the Delphi Labs ? Part 2","2009-05-19T23:15:14-06:00","Jim McKeeth","post","http://www.delphi.org/?p=667","/2009/05/what-is-cooking-in-the-delphi-labs-2/","","6:{s:15:""itunes:subtitle"";s:15:""##PostExcerpt##"";s:14:""itunes:summary"";s:15:""##PostExcerpt##"";s:15:""itunes:keywords"";s:17:""##WordPressCats##"";s:13:""itunes:author"";s:10:""##Global##"";s:15:""itunes:explicit"";s:2:""No"";s:12:""itunes:block"";s:2:""No"";}","News","codegear, delphi, delphilive, ide, News","","","","",""
